pid	devicetype	brand	model	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
16188	Single Board Computer	Allnet	ALL5003	NULL	Available 2019	shop.allnet.de	https://git.lede-project.org/?p=source.git;a=commit;h=cf3885eb0f276f3d0a12aeeff3445799b59fbb23	14.07	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350	1	360	32	32	1	-	-	No	-		Ralink RT5350	b/g/n	-	1x1 MIMO	unknown	1	-	1x 2.0	-		-	-	-		Yes	?	Yes	?	?	?	?		ALL5003	ALL5003	NULL	http://www.allnet.de/fileadmin/transfer/products/92763.pdf		NULL	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-allnet_all5003-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16189	Single Board Computer	Allnet	ALL6000	NULL	Discontinued	NULL				kirkwood	generic	arm_xscale	?	Marvell 88F6281	1	1200	1024NAND	128	-	2	?	No	-		-	-	-		unknown	-	-	NULL	-		-	-	-		Yes	?	?			?	?		ALL6000	ALL6000	NULL	https://shop.allnet.de/detail/index/sArticle/234030		NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16191	Modem	Arcadyan	VRV752DHW22 Vodafone EasyBox 903	NULL	unknown 2018	NULL				lantiq			brnboot	Lantiq VINAX	2	333	16	64	4	-	?	?	VDSL2		Ralink RT3062	b/g/n	-		unknown	?	?	1x 2.0	-		NULL	NULL	NULL		Yes	?	No	?	2	?	15 VDC, 1.2 A	toh:arcadyan:vrv752dhw22	VRV752DHW22 Vodafone EasyBox 903	VRV752DHW22 Vodafone EasyBox 903	NULL			NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16192	WiFi Router	Arcadyan / Astoria	AR7516 (Orange / EE Bright Box)	https://fcc.io/RAX/AR7516VW	Discontinued	NULL		17.01.0	18.06.4	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6328	1	320	8	64	4	-	Broadcom BCM6328	Yes	xDSL		Broadcom BCM43227	b/g/n	-	2x2	b43	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	?	7	2	-	12 VDC, 1.0 A	toh:arcadyan:ar7516	AR7516 (Orange / EE Bright Box)	AR7516 (Orange / EE Bright Box)	https://wikidevi.com/wiki/Arcadyan_AR7516			http://downloads.openwrt.org/snapshots/targets/brcm63xx/generic/lede-brcm63xx-generic-A4001N-squashfs-cfe.bin	NULL	see devicepage		NULL		media:example:genericrouter1.png	
16193	WiFi Router	Arcadyan / Astoria	ARV452CPW	NULL	unknown 2018	?		10.03.1	10.03.1	lantiq	danube	mips_24kc	brnboot	Lantiq XWAY Danube	2	333	4	32	4	-	?	Yes	ADSL2+		Ralink RT2561	b/g	-		unknown	1	?	Yes	-		NULL	NULL	NULL		Yes	115200 / 8N1	?	?	?	?	15 VDC, 1.2 A	toh:arcadyan:arv452cpw	ARV452CPW	ARV452CPW	NULL			NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	
16197	WiFi Router	Arcadyan / Astoria	ARV4518PW2	NULL	unknown 2018	NULL				lantiq			brnboot	Lantiq XWAY Danube PSB 50702	2	333	4	32	4	-	Atheros AR8216	Yes	ADSL2+		Atheros AR2417	b/g	-		unknown	-	?	1x 2.0	-		NULL	NULL	NULL		Yes	?	?			?	12 VDC, 1.5 A	toh:arcadyan:arv4518pw2	ARV4518PW2	ARV4518PW2	https://wikidevi.com/wiki/Arcadyan_ARV4518PW2			NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16198	WiFi Router	Arcadyan / Astoria	ARV4518PW	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=5eb43d4cf8451c965f92d56cf717918098e03321	10.03.1	snapshot	lantiq	xway_legacy	mips_24kc	brnboot	Lantiq XWAY Danube	2	333	4	64	4	-	Realtek RTL8306SD	?	ADSL2+ Annex A		Atheros AR2417	b/g	-		unknown	-	-	1x 2.0	?		-	-	POTS		Yes	115200 / 8N1	?	?	2	-	15 VDC, 1.0 A	toh:arcadyan:arv4518pw	ARV4518PW	ARV4518PW	https://wikidevi.com/wiki/Arcadyan_ARV4518PW			http://downloads.openwrt.org/snapshots/targets/lantiq/xway_legacy/openwrt-lantiq-xway_legacy-arcadyan_arv4518pwr01a-initramfs-kernel.bin	NULL	unknown		unknown		media:example:genericrouter1.png	
16201	WiFi Router	Arcadyan / Astoria	ARV7510PW22	NULL	unknown 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=053d59629742741d9309dddb441b18fd054c1a05	14.07	18.06.4	lantiq	xway	mips_24kc	brnboot	Lantiq XWAY Danube	2	333	16	64	4	-	Atheros AR8216	Yes	ADSL2+ Annex A	4	Ralink RT3062F	b/g/n	-		rt2800pci	-	?	3x 2.0	?		?	?	?		Yes	115200 / 8N1	?	?	?	?	15 VDC, 1.2 A	toh:astoria:arv7510pw22	ARV7510PW22	ARV7510PW22	NULL			http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-arcadyan_arv7510pw22-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-arcadyan_arv7510pw22-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	Same as toh/arcadyan/arv7510pw or not?
16202	WiFi Router	Arcadyan / Astoria	ARV7518PW	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=a8819fd2205a3016b048511fafdbda907e2f5b8b	12.09	18.06.4	lantiq	xway	mips_24kc	brnboot	Lantiq XWAY Danube	2	333	8	64	4	-	Atheros AR8216	Yes	ADSL2+ Annex A		Atheros AR9223	b/g/n	-		ath9k	-	-	1x 2.0	-		-	-	POTS		Yes	115200 / 8N1	Yes	?	2	-	12 VDC, 1.0 A	toh:astoria:arv7518pw	ARV7518PW	ARV7518PW	https://wikidevi.com/wiki/Arcadyan_ARV7518PW			http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-arcadyan_arv7518pw-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-arcadyan_arv7518pw-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
16203	WiFi Router	Arcadyan / Astoria	ARV7519PW	NULL	unknown 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=e733242a2399fb444997a6c10f45f15d2166c872	14.07	18.06.4	lantiq	xway	mips_24kc	brnboot	Lantiq XWAY Danube PSB 50702	2	333	8	64	4	-	?	?	ADSL2+		Ralink RT3062F	b/g/n	-		rt2800pci	-	-	1x 2.0	-		-	-	2		Yes	?	No	?	?	-	?	toh:arcadyan:arv7519pw	ARV7519PW	ARV7519PW	NULL			http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-arcadyan_arv7519pw-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-arcadyan_arv7519pw-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16204	WiFi Router	Arcadyan / Astoria	ARV7519RW22 Livebox 2.1	NULL	unknown 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=e36568e74b406f5c718904b330fcc7cb34ab2a17	14.07	18.06.4	lantiq	xrx200	mips_24kc	brnboot	Lantiq XWAY VRX288	2	500	32	128	4	1	?	Yes	ADSL2+ Annex A		Lantiq XWAY WAVE300	b/g/n	-	2x2 MIMO	unknown	-	-	2x 2.0	?		-	-	2		Yes	115200 / 8N1	Yes	?	3	-	15 VDC, 1.66 A	toh:arcadyan:arv7519	ARV7519RW22 Livebox 2.1	ARV7519RW22 Livebox 2.1	https://wikidevi.com/wiki/Orange_Livebox_2.1			NULL	http://downloads.openwrt.org/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-arcadyan_arv7519rw22-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	Due to the AFE used only ADSL2+ is supported.
16205	WiFi Router	Arcadyan / Astoria	Easybox 904 LTE	NULL	unknown 2018	NULL		10.03		lantiq	xrx200	mips_24kc	U-Boot	Lantiq XWAY VRX288	2	500	512	128	-	4	Realtek RTL8366RB	Yes	LTE	Quanta 1KG2 Mini-PCIe LTE modem with internal antennas and external SMA ports	Ralink RT3883	b/g/n	a/n/ac	only internal antennas	other	-	-	2x 2.0	-		-	-	5	There are 3 TAE ports, an ISDN RJ45 port and a 4 pin ISDN terminal	Yes	115200 / 8N1	Yes	1	1	-	12 VDC, 2.5 A	toh:arcadyan:easybox_904_lte	Easybox 904 LTE	Easybox 904 LTE	NULL		https://www.vodafone.de/business/hilfe-support/support-firmware-easybox-904-lte-modem.html	NULL	NULL	NULL	Serial login and use mtd utils.	U-Boot TFTP + serial recovery		media:arcadyan:easybox_904_xdsl_device.png	There is already OpenWrt Backfire 10.03 on the box.
16206	WiFi Router	Arcadyan / Astoria	VGV7510KW22 o2 Box 6431	NULL	unknown 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=ca1db6b5ce5675d88b45b23f576e8c59f7f4fc48	15.05	18.06.4	lantiq	xrx200	mips_24kc	brnboot	Lantiq XWAY VRX288	2	500	16	64	4	-	?	No	VDSL2		Ralink RT3062F	b/g/n	-		rt2800pci	-	-	1x 2.0	-		-	-	POTS		Yes	115200 / 8N1	No	10	2	-	15 VDC, 1.2 A	toh:arcadyan:vgv7510kw22	VGV7510KW22	VGV7510KW22	NULL			https://downloads.openwrt.org/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-arcadyan_vgv7510kw22-brn-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-arcadyan_vgv7510kw22-nor-squashfs-sysupgrade.bin	see devicepage		NULL		media:arcadyan:vgv7510kw22_general_view.jpg	
16208	WiFi Router	Arcadyan / Astoria	VGV8539JW22	NULL	unknown 2018	NULL				lantiq	xrx200	mips_24kc	brnboot	Lantiq XWAY VRX288	2	500	8	64	4	-	?	No	VDSL2		Broadcom BCM43222	b/g/n	-		b43	?	?	Yes	-		NULL	NULL	NULL		Yes	?	?			?	?	toh:t-com:spw723vtypb	VGV8539JW22	VGV8539JW22	NULL			NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16210	WiFi Router	ARC Flex	FreeStation 5	https://fcc.io/Z9W/-CM1	Available 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=e9c4d3d1f2dd990ebd9474ceda1c77b45678c6bd	12.09	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3050F	1	320	8	32	2	-	?	Yes	-		Ralink RT3050F integrated RT3572L via non-standard USB 2.0	b/g/n	a/n	1x1	unknown	1	?	2x 2.0	-		?	?	?		Yes	?	?	?	?	?	24 VDC, 0.7 A, non-standard 24V PoE	toh:arc:freestation	FreeStation 5	FreeStation	https://wikidevi.com/wiki/ARC_Wireless_FreeStation_5	http://www.antennas.com/freestation/	http://www.antennas.com/wiki/images/f/f5/Arcos.2.0.1168.img	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-arcwireless_freestation5-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-arcwireless_freestation5-squashfs-sysupgrade.bin	GUI OEM	For stock firmware > 1.2 the OpenWrt firmware must end in .img before it can be flashed.	U-Boot TFTP + serial recovery		media:example:genericrouter1.png	
16211	Single Board Computer	Arduino.cc	Yun	NULL	Discontinued 2016	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=fa137d51f5cbc678922950a6b06883c1d2141ac2	17.01.0	18.06.4	ar71xx	generic	mips_24kc	U-Boot	Atheros AR9331	1	400	16	64	1	-	-	?	-		Atheros AR9331	b/g/n	-		ath9k	-	-	1x OTG	-		-	-	-		Yes	?	No	7	3	more than 20	5 VDC	toh:arduino.cc:yun	Yun	Yun	NULL	https://www.arduino.cc/en/Main/ArduinoBoardYun	https://github.com/arduino/openwrt-yun	NULL	http://downloads.openwrt.org/snapshots/targets/ar71xx/generic/openwrt-ar71xx-generic-arduino-yun-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
16212	WiFi Router	AsiaRF	AP2620	NULL	unknown 2018	NULL				ramips	mt7620	mipsel_24kc	?	MediaTek MT7620A	1	580	8	32	2	-	?	Yes	-		(onboard)	b/g/n	-		unknown	?	?	1x 2.0	-		NULL	NULL	NULL		?		?			?	?	toh:asiarf:awm-evb	AP2620	AP2620	NULL			NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16213	WiFi Router	AsiaRF	AWM-EVB	NULL	unknown 2018	NULL				ramips	rt305x	mipsel_24kc	?	Ralink RT5350F	1	360	8	32	2	-	?	Yes	-		(onboard)	b/g/n	-		unknown	?	?	1x 2.0	-		NULL	NULL	NULL		?		?			?	?	toh:asiarf:awm-evb	AWM-EVB	AWM-EVB	NULL			NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16214	WiFi Router	AsiaRF	AWM002	https://fcc.io/TKZ/AWM002	unknown 2018	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=3ad136d9e3e65ac43db0eca40a7ead4111511468	14.07	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350F	1	360	8	32	2	-	?	Yes	-		Ralink RT5350	b/g/n	-		unknown	-	?	1x 2.0	-		?	?	?		Yes	?	?	?	?	?	?	toh:asiarf:awm-evb	AWM002	AWM002	https://wikidevi.com/wiki/AsiaRF_AWM002			NULL	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-asiarf_awm002-evb-8m-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
16215	WiFi Router	AsiaRF	AWM003	https://fcc.io/TKZ/AWM003	unknown 2018	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=2c356c4bb7ab3e0090c8af440e3c6622c6be3fa3	14.07	17.01.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350F	1	360	8	64	2	-	?	Yes	-		Ralink RT5350	b/g/n	-		unknown	-	?	1x 2.0	-		?	?	?		Yes	?	?	?	?	?	?	toh:asiarf:awm-evb	AWM003	AWM003	https://wikidevi.com/wiki/AsiaRF_AWM003			NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	
16216	WiFi Router	Asmax	AR 1004g	NULL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=ce655b93cdd7b95dbe49056ed32a3f39d6c10506	14.07	18.06.4	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6348	1	256	4	16	4	-	?	Yes	ADSL2+		Broadcom BCM4318	b/g	-		b43	-	?	-	-		NULL	NULL	NULL		Yes	?	Yes	?	?	?	?	toh:asmax:ar_1004g	AR 1004g	AR 1004g	NULL			NULL	NULL	CFE web recovery		CFE web recovery		media:example:genericrouter1.png	
16220	WiFi Router	Asus	DSL-N16U	NULL	Discontinued	NULL				ramips	mt7620	mipsel_24kc	?	MediaTek MT7620A + Ralink RT63368	1	580	32	128	-	5	Realtek RTL8367RB	?	ADSL2+		MediaTek MT7620A	b/g/n	-	2x2	mt76	3	?	2x 2.0	-		NULL	NULL	NULL		?		?	?	?	?	12 VDC, 2.0 A	toh:asus:asus_dsl-n16u	DSL-N16U	DSL-N16U	https://wikidevi.com/wiki/ASUS_DSL-N16U	https://www.asus.com/Networking/DSLN16U/	http://dlcdnet.asus.com/pub/ASUS/wireless/DSL-N16/FW_DSL_N16_1112.ZIP	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
16222	Range Extender	Asus	RP-N53	https://fcc.io/MSQ/-RPN53	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=36e3424fa5200e645e5193d3b7fbeab596968ad7	14.07	18.06.4	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	8	64	1	-	-	?	-		Ralink RT5592	b/g/n	a/n		mt76	-	-	-	-		-	Headphone jack	-		?	?	?	7	2	-	100-240 VAC, 0.25 A	toh:asus:rp-n53	RP-N53	RP-N53	https://wikidevi.com/wiki/ASUS_RP-N53	http://www.asus.com/Networking/RPN53/	http://www.asus.com/Networking/RPN53/HelpDesk_Download/	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-asus_rp-n53-squashfs-sysupgrade.bin	TFTP generic		TFTP generic		media:example:genericrouter1.png	Touch sensor at front of case, which activates a night light; 3.5mm port for audio out;
16223	WiFi Router	Asus	RT-AC51U	https://fcc.io/MSQ/-RTDV00	Available 2019	reichelt.de	https://git.lede-project.org/?p=source.git;a=commit;h=5f932988c3b65af14bd6e48a05cc2204b7aeb419	18.06.0	18.06.4	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	16	64	5	-	MediaTek MT7620A	Yes	-		MediaTek MT7620A	b/g/n	a/n/ac		mt76	-	-	1x 2.0	-		-	-	-		Yes	?	?	9	2	-	12 VDC, 1.0 A	toh:asus:rt-ac51u	RT-AC51U	RT-AC51U	https://wikidevi.com/wiki/ASUS_RT-AC51U	https://www.asus.com/Networking/RTAC51U/	https://www.asus.com/Networking/RTAC51U/HelpDesk_BIOS/	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-asus_rt-ac51u-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		https://www.asus.com/media/global/products/Pchfx2inNSCZYOBC/P_setting_fff_1_90_end_500.png	
16225	WiFi Router	Asus	RT-AC66U	NULL	Available 2019	amazon.de				brcm47xx	mips74k	mipsel_74kc	?	Broadcom BCM4706	1	600	128NAND	256	-	4	Broadcom BCM53125	Yes	-		Broadcom BCM4360	b/g/n	a/n/ac		b43	3	-	2x 2.0	-		-	-	-		Yes	?	Yes	?	1	-	19 VDC, 1.58 A		RT-AC66U	RT-AC66U	https://wikidevi.com/wiki/ASUS_RT-AC66U			NULL	NULL	NULL		NULL		media:example:genericrouter1.png	Unsupported due to ASUS' proprietary wireless AC implementation
16229	WiFi Router	Asus	RT-G32	https://fcc.io/RXZ/-WR750RL	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=437e1844849ab385f5ab4cbaa0dc819bc3fba201	12.09	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3052	1	320	4	16	5	-	Ralink RT3050	?	-		Ralink RT2860	b/g	-	1x1	rt2800pci	-	-	-	-		-	-	-		Yes	?	No	7	1	-	12 VDC, 1.0 A	toh:asus:rt-g32	RT-G32	RT-G32	https://wikidevi.com/wiki/ASUS_RT-G32_rev_B1	https://www.asus.com/Networking/RTG32	https://www.asus.com/Networking/RTG32/HelpDesk_BIOS/	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-asus_rt-g32-b1-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
16230	WiFi Router	Asus	RT-G32	https://fcc.io/MSQ/RTN10B	Discontinued	NULL		12.09	18.06.4	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3052	1	320	4	32	5	-	Ralink RT3050F	?	-		Ralink RT2860	b/g	-	1x1	rt2800pci	-	-	-	-		-	-	-		Yes	57600 / 8N1	No	?	?	-	12 VDC, 0.5 A	toh:asus:rt-g32	RT-G32	RT-G32	https://wikidevi.com/wiki/ASUS_RT-G32_rev_C1	https://www.asus.com/Networking/RTG32	https://www.asus.com/Networking/RTG32/HelpDesk_Download/	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/lede-ramips-rt305x-asus_rt-n10-plus-initramfs-kernel.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/lede-ramips-rt305x-asus_rt-n10-plus-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	RT-G32 C1 works with images of RT-N10plus
16233	WiFi Router	Asus	RT-N10P	https://fcc.io/MSQ/-RTN10P	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=44c8b396f990bb1e762e1f9cef9bca34b78dc9f7	15.05	18.06.4	brcm47xx	mips74k	mipsel_74kc	?	Broadcom BCM5357	1	320	8	32	5	-	?	?	-		Broadcom BCM5357	b/g/n	-		b43	-	-	-	-		-	-	-		?		?			-	12 VDC, 0.5 A	toh:asus:rt-n10p	RT-N10P	RT-N10P	https://wikidevi.com/wiki/ASUS_RT-N10P	https://www.asus.com/Networking/RTN10P/HelpDesk_Download/	https://www.asus.com/Networking/RTN10P/HelpDesk_Download/	http://downloads.openwrt.org/snapshots/targets/brcm47xx/mips74k/lede-brcm47xx-mips74k-asus-rt-n10p-squashfs.trx	http://downloads.openwrt.org/snapshots/targets/brcm47xx/mips74k/lede-brcm47xx-mips74k-asus-rt-n10p-squashfs.trx	unknown		unknown		media:example:genericrouter1.png	ASUS RT-N10P != ASUS RT-N10+ / ASUS RT-N10plus
16244	WiFi Router	Asus	RT-N15U	https://fcc.io/MSQ/-RTN15U	Discontinued 2016	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=3f64bb8f8f49ef2c718173b4b76c18bbc455933c	15.05	18.06.4	brcm47xx	mips74k	mipsel_74kc	?	Broadcom BCM47186B0	1	500	8	64	-	5	Broadcom BCM53125	Yes	-		Broadcom BCM47186B0	b/g/n	-	MIMO 2x2	b43	-	-	1x 2.0	-		-	-	-		Yes	?	Yes	5	1	-	12 VDC, 1.0 A	toh:asus:rt-n15u	RT-N15U	RT-N15U	https://wikidevi.com/wiki/ASUS_RT-N15U	https://www.asus.com/Networking/RTN15U/	https://www.asus.com/Networking/RTN15U/HelpDesk_Download/	http://downloads.openwrt.org/snapshots/targets/brcm47xx/mips74k/lede-brcm47xx-mips74k-asus-rt-n15u-squashfs.trx	http://downloads.openwrt.org/snapshots/targets/brcm47xx/mips74k/lede-brcm47xx-mips74k-asus-rt-n15u-squashfs.trx	unknown		unknown		media:example:genericrouter1.png	
16245	WiFi Router	Asus	RT-N16	https://fcc.io/MSQ/RTN16	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=8ba8225686ce9b88e54039eefb4b25b0319cae24	14.07	18.06.4	brcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM4718	1	480	32	128	-	5	Broadcom BCM53115	Yes	-		Broadcom BCM4718	b/g/n	-	2x3	b43	3	-	2x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	2	2	-	12 VDC, 1.25 A	toh:asus:rt-n16	RT-N16	RT-N16	https://wikidevi.com/wiki/ASUS_RT-N16	https://www.asus.com/us/Networking/RTN16/	http://dlcdnet.asus.com/pub/ASUS/wireless/RT-N16/FW_RT_N16_30043763754.zip	http://downloads.openwrt.org/snapshots/targets/brcm47xx/mips74k/lede-brcm47xx-mips74k-asus-rt-n16-squashfs.trx	http://downloads.openwrt.org/snapshots/targets/brcm47xx/mips74k/lede-brcm47xx-mips74k-asus-rt-n16-squashfs.trx	see devicepage		see devicepage		media:example:genericrouter1.png	
16247	WiFi Router	Asus	RT-N53	https://fcc.io/MSQ/-RTN53	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=69aefc771fd8a7d7450e856a5432fcc15cfc8fc9	15.05	18.06.4	brcm47xx	mips74k	mipsel_74kc	?	Broadcom BCM5358	1	500	8	32	5	-	Broadcom BCM5358	?	-		Broadcom BCM5358	b/g/n	a		b43	-	-	-	-		-	-	-		Yes	?	?	?	?	-	12 VDC, 1.0 A	toh:asus:rt-n53	RT-N53	RT-N53	https://wikidevi.com/wiki/ASUS_RT-N53	https://www.asus.com/us/Networking/RTN53/overview/	https://www.asus.com/us/Networking/RTN53/HelpDesk_Download/	http://downloads.openwrt.org/snapshots/targets/brcm47xx/mips74k/lede-brcm47xx-mips74k-asus-rt-n53-squashfs.trx	http://downloads.openwrt.org/snapshots/targets/brcm47xx/mips74k/lede-brcm47xx-mips74k-asus-rt-n53-squashfs.trx	unknown		unknown		media:example:genericrouter1.png	
16251	WiFi Router	Asus	SRT-AC1900	NULL	Available 2017	?				ipq806x	generic	arm_cortex-a15_neon-vfpv4	?	Qualcomm Atheros IPQ8064	2	1400	4096	1024	-	2	Qualcomm Atheros QCA8337	Yes	-		Qualcomm Atheros QCA9882	b/g/n	a/n/ac		ath10k	-	4	1x 3.0	-		-	-	-		No		No	1	1	-	19 VDC, 1.75 A		SRT-AC1900	SRT-AC1900	https://wikidevi.com/wiki/ASUS_SRT-AC1900_(ASUS_OnHub)	https://www.asus.com/Networking/OnHub-SRT-AC1900/		NULL	NULL	NULL		NULL		media:example:genericrouter1.png	ZigBee, Speaker
16254	Travel Router	Asus	WL-320gE	NULL	Discontinued	NULL		7.06	10.03.1	brcm47xx	legacy		CFE	Broadcom BCM5352	1	200	4	16	1	-	?	Yes	-		Broadcom BCM4306	b/g	-		b43	1	-	-	-		-	-	-		Yes	?	No	?	?	-	5 VDC, 2.0 A	toh:asus:wl320g	WL-320gE	WL-320gE	NULL	http://www.asus.com/us/support/Download/11/2/0/26/4/		NULL	NULL	CFE TFTP recovery		CFE TFTP recovery		media:example:genericrouter1.png	
16255	Travel Router	Asus	WL-320gP	https://fcc.io/MSQ/WL320GP	Discontinued	NULL		7.06	18.06.4	brcm47xx	legacy	mipsel_mips32	CFE	Broadcom BCM5352E	1	200	4	16	1	-	-	Yes	-		Broadcom BCM5352E	b/g	-		b43	2	-	-	-		-	-	-		Yes	?	?	4	1	-	5 VDC, 2.0 A	toh:asus:wl320g	WL-320gP	WL-320gP	https://wikidevi.com/wiki/ASUS_WL-320gP			http://downloads.openwrt.org/snapshots/targets/brcm47xx/legacy/lede-brcm47xx-legacy-asus-wl-320gp-squashfs.trx	NULL	CFE TFTP recovery		CFE TFTP recovery		media:example:genericrouter1.png	
16256	Travel Router	Asus	WL-330gE	https://fcc.io/MSQ/WL330GE	Discontinued	NULL	https://git.lede-project.org/?p=source.git;a=commit;h=f5fba5bc3ccf493289396deaa64a7ce7385d8590	10.03	18.06.4	brcm47xx	legacy	mipsel_mips32	CFE	Broadcom BCM5354	1	240	4	16	1	-	-	No	-		Broadcom BCM5354	b/g	-		b43	-	-	-	-		-	-	-		Yes	115200 / 8N1	No	?	?	-	5 VDC, 1.0 A		WL-330gE	WL-330gE	https://wikidevi.com/wiki/ASUS_WL-330gE	http://www.asus.com/Networking/WL330gE/	http://dlcdnet.asus.com/pub/ASUS/wireless/WL-330gE/FW_WL_330gE_2020.zip	http://downloads.openwrt.org/snapshots/targets/brcm47xx/legacy/lede-brcm47xx-legacy-asus-wl-330ge-squashfs.trx	NULL	see git-commit		CFE TFTP recovery		media:example:genericrouter1.png	Releases after Backfire are not viable because of lack of sufficient RAM.
